conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,84292E+18;Mon Oct 07 07:22:15 +0000 2024;5;THREAD INI BUKAN UNTUK KAMU KAMU YG NGERASA PUAS SM KONSER NYA KRN BELI TIKET HARGA CALO YA️ hehehehe. kalo km merasa citycamp itu fine fine ajaaa no. iya perform idolnya top semua keren semua aku puas. tp gabisa diem ajaaaaa sm treatment promotornya. ga ada salahnya protes.;1,84319E+18;;zindoriiam;in;sbt acc;1;1;0;https://x.com/zindoriiam/status/1843190084931408374;7,70888E+17;zindoriiam
1,84319E+18;Mon Oct 07 07:16:28 +0000 2024;0; dia selalu perhatiin di setiap konser/acara pasti ada calo tiket di liar venue. Ga bisa dibedain antara yang scam or legit. Tapi masa di kompleks GBK ada preman yang wajibin jatah tiket sih? Atau emang si para calo ini memang perpanjangan tangan organizer? Who knows.;1,84319E+18;;Hay926ti;in;Indonesia ;0;0;0;https://x.com/Hay926ti/status/1843188630426386445;1,67516E+18;Hay926ti
1,84272E+18;Mon Oct 07 07:14:36 +0000 2024;0;@tumblingIeaves @pandorlynfilia eh tapi kemaren aku nyari di calo pas hari h sampe konser beres gak dapet kak malah calo yg nanya punya tiket lebih atau gak;1,84319E+18;;tumblingIeaves;in;contact, tnc, rules ➜;0;0;0;https://x.com/agcdzar/status/1843188157397033269;9,365E+17;agcdzar
1,84272E+18;Mon Oct 07 07:10:38 +0000 2024;8;@tumblingIeaves @pandorlynfilia Aku langganan konser dyandra &amp;;;;;;;;;;;
1,84319E+18;Mon Oct 07 07:09:21 +0000 2024;0;iya sumpah aku saksi konser aespa pas yang synk hyperline 1st wt dibawa dyandra kemarin tuh di venue gaada calo yang jual tiket adanya calo yang kak tiketnya dijual? itu BANYAK BGT YANG NANYA. beda pas synk parallelline yg bukan dibawa sama dyandra bnyk bgt calonya wkwkwk;1,84319E+18;;;in;aeskz nation;0;1;0;https://x.com/lkmjlovers/status/1843186837214699813;1,66396E+18;lkmjlovers
1,84318E+18;Mon Oct 07 06:51:08 +0000 2024;0;terus ya buat harga kl beli tiket di calo tergantung demand konsernya .. semakin banyak peminatnya maka harganya semakin mahal dan begitupun sebaliknya jadi di tiap konser tu udh pasti ada calonya wkwkwk ga mungkin gaada calo ;1,84318E+18;;;in;fujoshit•RPS// homophobic dni;0;1;0;https://x.com/kyudipuppy/status/1843182253054345682;1,38918E+18;kyudipuppy
1,84318E+18;Mon Oct 07 06:31:18 +0000 2024;1;maaf .tp baru kemarin aku bantuin jual tiket bapa calo harga 50% ..kl menurutku calo di setiap konser pasti ada si ..pas tds aja tmnku jg beli di calo;1,84318E+18;;;in;fujoshit•RPS// homophobic dni;0;1;1;https://x.com/kyudipuppy/status/1843177260284825786;1,38918E+18;kyudipuppy
1,84317E+18;Mon Oct 07 06:17:04 +0000 2024;0;Problem tiap konser : Tiket konser udh sold out duluan diambil calo buat jual overpriced alhasil yg beneran fans mau nonton ga kebagian ;1,84317E+18;;;in;galaxy;0;0;0;https://x.com/muguetformay/status/1843173679783702699;139705749;muguetformay
1,84317E+18;Mon Oct 07 05:56:58 +0000 2024;0;Yang pada nahan tiket 2ne1 buat wts gw doain pantat lo semua bisulan setahun ya ..anjir ngeselin bgt dah nunggu lama bgt buat nih konser berakhir ga dapet gegara calo rese ;1,84317E+18;;;in;;0;0;0;https://x.com/imymemine_ave/status/1843168621667004617;1,84316E+18;imymemine_ave
1,84316E+18;Mon Oct 07 05:32:24 +0000 2024;20;GUA DOAIN CALO KONSER TIKET 2NE1 JAKARTA JEMPOLNYA BISULAN SAMPE 2NE1 BALIK KONSER DISINI LAGI ;1,84316E+18;;;in;Into The New World 🌱;0;3;12;https://x.com/kaoskaki___/status/1843162438298173698;591938268;kaoskaki___
